id	filename	cellType	cellTypeSubtype	antibody	mappingGenome	dataSource	dataSourceGSM	description
GSM1199182_Ezh2	GSM1199182_Ezh2.bed	Embryonic Stem Cell	[CL] E14	Ezh2	mm10	GSE49435	GSM1199182-GSM1199183	Cells were lysed in ChIP buffer (50 mM Tris-HCl pH 7.9; 150 mM NaCl; 1% Triron X-100; 0.5% NP-40; 5 mM EDTA pH 8.0; 1 mM PMSF and protease inhibitor) and chromatin was sonicated to ~200 bp with a Diagenode Bioruptor Libraries were prepared according to manufacturerÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s instructions (Illumina). Immunoprecipitated DNA was first end-repaired using End-It Repair Kit (Epicenter); tailed with an A using Klenow exo minus (NEB M0212); and ligated to custom adapters with LigaFast (Promega; city; state #M8225). Fragments of 300Ãƒâ€šÃ‚Â±50 bp were size-selected and subjected to ligation-mediated PCR amplification (LM-PCR); using Phusion DNA polymerase (NEB M0530).
GSM1199188_Suz12	GSM1199188_Suz12.bed	Embryonic Stem Cell	[CL] E14	Suz12	mm10	GSE49435	GSM1199188-GSM1199189	Cells were lysed in ChIP buffer (50 mM Tris-HCl pH 7.9; 150 mM NaCl; 1% Triron X-100; 0.5% NP-40; 5 mM EDTA pH 8.0; 1 mM PMSF and protease inhibitor) and chromatin was sonicated to ~200 bp with a Diagenode Bioruptor Libraries were prepared according to manufacturerÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s instructions (Illumina). Immunoprecipitated DNA was first end-repaired using End-It Repair Kit (Epicenter); tailed with an A using Klenow exo minus (NEB M0212); and ligated to custom adapters with LigaFast (Promega; city; state #M8225). Fragments of 300Ãƒâ€šÃ‚Â±50 bp were size-selected and subjected to ligation-mediated PCR amplification (LM-PCR); using Phusion DNA polymerase (NEB M0530).
GSM1214529_Runx3	GSM1214529_Runx3.bed	NK cells	[PC] Splenic NK cells	Runx3	mm10	GSE50131	GSM1214529	Mice were injected with mIL-15 and rmIL-15Ra. Two injections were given 48 hrs apart and mice were sacrificed 48 hrs after the second injection. NK cells from spleens of WT mice were sorted and cultured for 7 days in RPMI medium containing FCS; nonessential amino acids; and rhIL-2 or rmIL-15. After 7-day culture period; all cells were NKp46+.
GSM1214531_Runx3	GSM1214531_Runx3.bed	NK cells	[PC] Splenic NK cells	Runx3	mm10	GSE50131	GSM1214531	NK cells from spleens of WT mice were sorted and cultured for 7 days in RPMI medium containing FCS; nonessential amino acids; and rhIL-2 or rmIL-15. After 7-day culture period; all cells were NKp46+. 
GSM1214534_5_Runx3	GSM1214534_5_Runx3.bed	T-Cells	[PC] Splenic T cells CD8+	Runx3	mm10	GSE50131	GSM1214534-GSM1214535	Splenic CD8+ T cells were TCR-activated for 2 days on anti-CD3e coated plates with soluble anti-CD28 and then cultured for 4 additional days in the presence of rhIL-2.
GSM1214539_40_Runx3	GSM1214539_40_Runx3.bed	NK cells	[PC] Splenic NK cells	Runx3	mm10	GSE50131	GSM1214539-GSM1214540	Splenic CD8+ T cells were TCR-activated for 2 days on anti-CD3e coated plates with soluble anti-CD28 and then cultured for 4 additional days in the presence of rhIL-2.
GSM1214544_6_Runx3	GSM1214544_6_Runx3.bed	T-Cells	[PC] Splenic T cells CD8+	Runx3	mm10	GSE50131	GSM1214544-GSM1214545-GSM1214546	Splenic CD8+ T cells were collected from 18 mice.
GSM1214546_Runx3	GSM1214546_Runx3.bed	T-Cells	[CL] Splenic CD8+ T cells	Runx3	mm10	GSE50131	GSM1214546	Splenic NK cells. Cells were freshly isolated; fixed and frozen at -80C (Runx3 poly clonal home made).
GSM1215218_Ezh2	GSM1215218_Ezh2.bed	Embryonic Stem Cell	[PCL]	Ezh2	mm10	GSE46545	GSM1215218	C57BL/6-CBA ES cells
GSM1223648_Cebpa	GSM1223648_Cebpa.bed	Macrophage	[PC] Bone marrow derived macrophages	Cebpa	mm10	GSE50565	GSM1223648	Macrophages differentiated from isolated bone marrow cells in IMDM medium supplemented with IL-3 and CSF1
GSM1229967_Gfi1	GSM1229967_Gfi1.bed	Lymphoid cells	[PC] Innate type-2 lymphocytes	Gfi1	mm10	GSE50806	GSM1229967	Type 2 innate lymphoid cells were sorted from mesenteric lymph nodes of IL-25-treated mice then cultured for 6 days in RPMI-1640 containing FBS; rhIL-2; rmIL-7; rmIL-33 and rmIL-25.
GSM1234366_Stat5b	GSM1234366_Stat5b.bed	T-Cells	[PC] Th9	Stat5b	mm10	GSE41317	GSM1234366	NaÃ¯ve CD4+ T cells (spleen) were cultured under Th9 conditions (anti-IFNg; IL-4; TGF-beta; anti-CD3; and anti-CD28) for the 16 hours.
GSM1234369_Stat5b	GSM1234369_Stat5b.bed	T-Cells	[PC] Th9	Stat5b	mm10	GSE41317	GSM1234369	NaÃ¯ve CD4+ T cells (spleen) were cultured under Th9 conditions (anti-IFNg; IL-4; TGF-beta; anti-CD3; and anti-CD28) for the 72 hours.
GSM1234370_Stat5b	GSM1234370_Stat5b.bed	T-Cells	[PC] Th9	Stat5b	mm10	GSE41317	GSM1234370	Naive CD4+ T cells (spleen) were cultured under Th9 conditions (anti-IFNg; IL-4; TGF-beta; anti-CD3; and anti-CD28) for the 72 hours. In the presence of anti-IL-2 antibody.
GSM1234371_Stat6	GSM1234371_Stat6.bed	T-Cells	[PC] Th9	Stat6	mm10	GSE41317	GSM1234371	NaÃ¯ve CD4+ T cells (spleen) were cultured under Th9 conditions (anti-IFNg; IL-4; TGF-beta; anti-CD3; and anti-CD28) for the 72 hours.
GSM1234372_Stat6	GSM1234372_Stat6.bed	T-Cells	[PC] Th9	Stat6	mm10	GSE41317	GSM1234372	Naive CD4+ T cells (spleen) were cultured under Th9 conditions (anti-IFNg; IL-4; TGF-beta; anti-CD3; and anti-CD28) for the 72 hours. In the presence of anti-IL-2 antibody. In the presence of anti-IL-2 antibody.
GSM1246866_Crebbp	GSM1246866_Crebbp.bed	Embryonic stem cells	[PCL] V6.5 ES cells	Crebbp	mm10	GSE51522	GSM1246866	N/A
GSM1246868_Thap11	GSM1246868_Thap11.bed	Embryonic stem cells	[PCL] V6.5 ES cells	Thap11	mm10	GSE51522	GSM1246868	N/A
GSM1262345_Brd4	GSM1262345_Brd4.bed	Leukaemia	[CL] MLL-AF9/NrasG12D AML	Brd4	mm10	GSE52279	GSM1262345	Cell line: MLL-AF9/NrasG12D AML cell line. Treatment: DMSO. Chip antibody: anti-Brd4 (Bethyl; A301-985A; A301-985A-1)
GSM1264230_Cebpa	GSM1264230_Cebpa.bed	B-Cells	[PC] Pre-Pro-B-Cells	Cebpa	mm10	GSE52397	GSM1264230	Bcells_18hEstradiol_ChIPseq_Cebpa
GSM1276938_Ascl2	GSM1276938_Ascl2.bed	T-Cells	[PC] CD4+	Ascl2	mm10	GSE52840	GSM1276938	Strain: C57BL/6. Cell type: CD4+ T cells. Genotype/variation: Ascl2 vector transfected. Chip antibody: Ascl2 mAb (clone; 7E2; Millipore; lot# 2066321)
GSM1285796_Hnf1a	GSM1285796_Hnf1a.bed	T-Cells	[PC] Thymocyte	Hnf1a	mm10	GSE46662	GSM1285796	Strain: C57BL/6. Genotype: CD4Cre;CtnnbdEx3fl/fl ('CAT'). Age: 4-6 weeks. Antibody: Tcf1. Antibody provider: antiserum provided by Dr. Kawamoto
GSM1288391_Spi1	GSM1288391_Spi1.bed	Dendritic	[PC] Dendritic; LPS treated	Spi1	mm10	GSE52773	GSM1288391	Bone marrow-derived dendritic cells were stimulated with LPS for 6 hours.
GSM1288392_Batf	GSM1288392_Batf.bed	Dendritic	[PC] Dendritic; LPS treated	Batf	mm10	GSE52773	GSM1288392	Bone marrow-derived dendritic cells were stimulated with LPS for 6 hours.
GSM1288393_Junb	GSM1288393_Junb.bed	Dendritic	[PC] Dendritic; LPS treated	Junb	mm10	GSE52773	GSM1288393	Bone marrow-derived dendritic cells were stimulated with LPS for 6 hours.
GSM1289235_Irf8	GSM1289235_Irf8.bed	Dendritic	[PC] Dendritic (Irf8+/+ Batf3+/+)	Irf8	mm10	GSE53311	GSM1289235	Bone marrow cells were collected; red blood cells lysed and the whole bone marrow was cultured in Flt3 ligand for 10 days.
GSM1289237_Irf8	GSM1289237_Irf8.bed	Dendritic	[PC] Dendritic (Irf8+/+ Batf3-/-)	Irf8	mm10	GSE53311	GSM1289237	Bone marrow cells were collected; red blood cells lysed and the whole bone marrow was cultured in Flt3 ligand for 10 days.
GSM1301741_Men1	GSM1301741_Men1.bed	T-Cells	[PC] KJ1+ naive CD4	Men1	mm10	GSE53831	GSM1301741	Strain background: BALB/c. Genotype/variation: DO11.10 OVA-specific TCR transgenic. Tissue: spleen. Cell type: KJ1+ naive CD4 T cells. Chip antibody: Menin. Chip antibody vendor: Bethyl Laboratories. Chip antibody cat. #: A300-105A. Chip antibody lot#: A300-105A-5
GSM1301742_Men1	GSM1301742_Men1.bed	T-Cells	[PC]  KJ1+ transferred CD4	Men1	mm10	GSE53831	GSM1301742	Strain background: BALB/c. Genotype/variation: DO11.10 OVA-specific TCR transgenic. Tissue: spleen. Cell type: KJ1+ transferred CD4 T cells. Chip antibody: Menin. Chip antibody vendor: Bethyl Laboratories. Chip antibody cat. #: A300-105A. Chip antibody lot#: A300-105A-5
GSM1309509_10_Batf	GSM1309509_10_Batf.bed	T-Cells	[PC] Effector CD8+ (P14 TCR)	Batf	mm10	GSE54191	GSM1309509-GSM1309510	Primary P14 TCR transgenic CD8+ T cells were isolated. Naive CD8+ T cells were stimulated with plate-bound anti-CD3 and anti-CD28 in the presence of rhIL-2 for 3 days.
GSM1309511_2_Irf4	GSM1309511_2_Irf4.bed	T-Cells	[PC] Effector CD8+ (P14 TCR)	Irf4	mm10	GSE54191	GSM1309511-GSM1309512	Primary P14 TCR transgenic CD8+ T cells were isolated. Naive CD8+ T cells were stimulated with plate-bound anti-CD3 and anti-CD28 in the presence of rhIL-2 for 3 days.
GSM1309513_cJun	GSM1309513_cJun.bed	T-Cells	[PC] Effector CD8+ (P14 TCR)	Jun	mm10	GSE54191	GSM1309513	Primary P14 TCR transgenic CD8+ T cells were isolated. Naive CD8+ T cells were stimulated with plate-bound anti-CD3 and anti-CD28 in the presence of rhIL-2 for 3 days.
GSM1309514_JunB	GSM1309514_JunB.bed	T-Cells	[PC] Effector CD8+ (P14 TCR)	JunB	mm10	GSE54191	GSM1309514	Primary P14 TCR transgenic CD8+ T cells were isolated. Naive CD8+ T cells were stimulated with plate-bound anti-CD3 and anti-CD28 in the presence of rhIL-2 for 3 days.
GSM1309515_JunD	GSM1309515_JunD.bed	T-Cells	[PC] Effector CD8+ (P14 TCR)	JunD	mm10	GSE54191	GSM1309515	Primary P14 TCR transgenic CD8+ T cells were isolated. Naive CD8+ T cells were stimulated with plate-bound anti-CD3 and anti-CD28 in the presence of rhIL-2 for 3 days.
GSM1314656_Atf3	GSM1314656_Atf3.bed	Primary murine bone marrow macrophage cells	[PC] C57BL/6	Atf3	mm10	GSE54414	GSM1314656	genotype/variation: wild type. age: 8-12 weeks. tissue: primary murine bone marrow macrophage cells (BMMs). stimuated with: lipopolysaccharide (LPS). time after lps stimulation: 240 minutes. 3?Ã—?107 BMMs were fixed for 10?min in 1% formaldehyde in PBS; washed in PBS; and harvested by scraping in PBS. Cells were lysed by resuspending cell pellets in RIPA buffer (10mM Tris-HCl; pH8.0; 140 mM NaCl; 1% Triton X-100; 0.1% SDS; 1% Deoxcholic acid sodium salt) and drawing the cell suspensions three times through a 30 gauge needle. Chromatin was sheared using a probe sonicator (130 W Ultrasonic Processor with a 3mm tip; 5?Ã—?60s at 30% maximum setting). Sonication quality was checked by gel electrophoresis. Protein concentrations in the extracts were determined (BioRad DC Protein Assay Kit I # 500-111) and sonicated cell extracts containing 0.5 mg protein were incubated with antibodies overnight at 4oC. Immune complexes were recovered by incubation with a 50%-50% mix of magnetic beads coated with Protein A or Protein G (Dynabeads Protein A Invitrogen # 100.02D; Dynabeads Protein G Invitrogen # 100.04D). The magnetic beads were washed with RIPA buffer and the chromatin was eluted with 1% SDS in TE buffer (10 mM Tris-HCl pH8.0; 1 mM EDTA pH8.0) at 65oC for 15 min. Eluted chromatin was reverse-cross-linked by adding 226 mM NaCl and incubating at 65oC for > 5 hr. Then 36 mM Trisâ€“HCl pH8.0; 9 mM EDTA; and 1.5 U of Proteinase K (Fermentas # EO0491) was added to the samples and they were incubated at 42oC for > 1 hr. DNA was purified using phenol/chloroform/isoamyl alcohol (25:24:1; v:v:v) extraction. The purified immunoprecipitated DNA was prepared for sequencing with the Illumina ChIP-Seq Sample Prep Kit and processed according to the manufacturerâ€™s instructions (Illumina Part # 11257047 Rev. A).
GSM1314665_Polr2a	GSM1314665_Polr2a.bed	Primary murine bone marrow macrophage cells	[PC] C57BL/6	Polr2a	mm10	GSE54414	GSM1314665-GSM1314678	genotype/variation: wild type. age: 8-12 weeks. tissue: primary murine bone marrow macrophage cells (BMMs). stimuated with: lipopolysaccharide (LPS). time after lps stimulation: 240 minutes. 3?Ã—?107 BMMs were fixed for 10?min in 1% formaldehyde in PBS; washed in PBS; and harvested by scraping in PBS. Cells were lysed by resuspending cell pellets in RIPA buffer (10mM Tris-HCl; pH8.0; 140 mM NaCl; 1% Triton X-100; 0.1% SDS; 1% Deoxcholic acid sodium salt) and drawing the cell suspensions three times through a 30 gauge needle. Chromatin was sheared using a probe sonicator (130 W Ultrasonic Processor with a 3mm tip; 5?Ã—?60s at 30% maximum setting). Sonication quality was checked by gel electrophoresis. Protein concentrations in the extracts were determined (BioRad DC Protein Assay Kit I # 500-111) and sonicated cell extracts containing 0.5 mg protein were incubated with antibodies overnight at 4oC. Immune complexes were recovered by incubation with a 50%-50% mix of magnetic beads coated with Protein A or Protein G (Dynabeads Protein A Invitrogen # 100.02D; Dynabeads Protein G Invitrogen # 100.04D). The magnetic beads were washed with RIPA buffer and the chromatin was eluted with 1% SDS in TE buffer (10 mM Tris-HCl pH8.0; 1 mM EDTA pH8.0) at 65oC for 15 min. Eluted chromatin was reverse-cross-linked by adding 226 mM NaCl and incubating at 65oC for > 5 hr. Then 36 mM Trisâ€“HCl pH8.0; 9 mM EDTA; and 1.5 U of Proteinase K (Fermentas # EO0491) was added to the samples and they were incubated at 42oC for > 1 hr. DNA was purified using phenol/chloroform/isoamyl alcohol (25:24:1; v:v:v) extraction. The purified immunoprecipitated DNA was prepared for sequencing with the Illumina ChIP-Seq Sample Prep Kit and processed according to the manufacturerâ€™s instructions (Illumina Part # 11257047 Rev. A).
GSM1314672_Polr2a	GSM1314672_Polr2a.bed	Primary murine bone marrow macrophage cells	[PC] C57BL/6	Polr2a	mm10	GSE54414	GSM1314672	genotype/variation: wild type. age: 8-12 weeks. tissue: primary murine bone marrow macrophage cells (BMMs). stimuated with: none (unstimulated control). time after lps stimulation: 0 (no stim). 3?Ã—?107 BMMs were fixed for 10?min in 1% formaldehyde in PBS; washed in PBS; and harvested by scraping in PBS. Cells were lysed by resuspending cell pellets in RIPA buffer (10mM Tris-HCl; pH8.0; 140 mM NaCl; 1% Triton X-100; 0.1% SDS; 1% Deoxcholic acid sodium salt) and drawing the cell suspensions three times through a 30 gauge needle. Chromatin was sheared using a probe sonicator (130 W Ultrasonic Processor with a 3mm tip; 5?Ã—?60s at 30% maximum setting). Sonication quality was checked by gel electrophoresis. Protein concentrations in the extracts were determined (BioRad DC Protein Assay Kit I # 500-111) and sonicated cell extracts containing 0.5 mg protein were incubated with antibodies overnight at 4oC. Immune complexes were recovered by incubation with a 50%-50% mix of magnetic beads coated with Protein A or Protein G (Dynabeads Protein A Invitrogen # 100.02D; Dynabeads Protein G Invitrogen # 100.04D). The magnetic beads were washed with RIPA buffer and the chromatin was eluted with 1% SDS in TE buffer (10 mM Tris-HCl pH8.0; 1 mM EDTA pH8.0) at 65oC for 15 min. Eluted chromatin was reverse-cross-linked by adding 226 mM NaCl and incubating at 65oC for > 5 hr. Then 36 mM Trisâ€“HCl pH8.0; 9 mM EDTA; and 1.5 U of Proteinase K (Fermentas # EO0491) was added to the samples and they were incubated at 42oC for > 1 hr. DNA was purified using phenol/chloroform/isoamyl alcohol (25:24:1; v:v:v) extraction. The purified immunoprecipitated DNA was prepared for sequencing with the Illumina ChIP-Seq Sample Prep Kit and processed according to the manufacturerâ€™s instructions (Illumina Part # 11257047 Rev. A).
GSM1314673_Polr2a	GSM1314673_Polr2a.bed	Primary murine bone marrow macrophage cells	[PC] C57BL/6	Polr2a	mm10	GSE54414	GSM1314673-GSM1314677	genotype/variation: wild type. age: 8-12 weeks. tissue: primary murine bone marrow macrophage cells (BMMs). stimuated with: lipopolysaccharide (LPS). time after lps stimulation: 60 minutes. 3?Ã—?107 BMMs were fixed for 10?min in 1% formaldehyde in PBS; washed in PBS; and harvested by scraping in PBS. Cells were lysed by resuspending cell pellets in RIPA buffer (10mM Tris-HCl; pH8.0; 140 mM NaCl; 1% Triton X-100; 0.1% SDS; 1% Deoxcholic acid sodium salt) and drawing the cell suspensions three times through a 30 gauge needle. Chromatin was sheared using a probe sonicator (130 W Ultrasonic Processor with a 3mm tip; 5?Ã—?60s at 30% maximum setting). Sonication quality was checked by gel electrophoresis. Protein concentrations in the extracts were determined (BioRad DC Protein Assay Kit I # 500-111) and sonicated cell extracts containing 0.5 mg protein were incubated with antibodies overnight at 4oC. Immune complexes were recovered by incubation with a 50%-50% mix of magnetic beads coated with Protein A or Protein G (Dynabeads Protein A Invitrogen # 100.02D; Dynabeads Protein G Invitrogen # 100.04D). The magnetic beads were washed with RIPA buffer and the chromatin was eluted with 1% SDS in TE buffer (10 mM Tris-HCl pH8.0; 1 mM EDTA pH8.0) at 65oC for 15 min. Eluted chromatin was reverse-cross-linked by adding 226 mM NaCl and incubating at 65oC for > 5 hr. Then 36 mM Trisâ€“HCl pH8.0; 9 mM EDTA; and 1.5 U of Proteinase K (Fermentas # EO0491) was added to the samples and they were incubated at 42oC for > 1 hr. DNA was purified using phenol/chloroform/isoamyl alcohol (25:24:1; v:v:v) extraction. The purified immunoprecipitated DNA was prepared for sequencing with the Illumina ChIP-Seq Sample Prep Kit and processed according to the manufacturerâ€™s instructions (Illumina Part # 11257047 Rev. A).
GSM1314674_Polr2a	GSM1314674_Polr2a.bed	Primary murine bone marrow macrophage cells	[PC] C57BL/6	Polr2a	mm10	GSE54414	GSM1314674	genotype/variation: wild type. age: 8-12 weeks. tissue: primary murine bone marrow macrophage cells (BMMs). stimuated with: lipopolysaccharide (LPS). time after lps stimulation: 120 minutes. 3?Ã—?107 BMMs were fixed for 10?min in 1% formaldehyde in PBS; washed in PBS; and harvested by scraping in PBS. Cells were lysed by resuspending cell pellets in RIPA buffer (10mM Tris-HCl; pH8.0; 140 mM NaCl; 1% Triton X-100; 0.1% SDS; 1% Deoxcholic acid sodium salt) and drawing the cell suspensions three times through a 30 gauge needle. Chromatin was sheared using a probe sonicator (130 W Ultrasonic Processor with a 3mm tip; 5?Ã—?60s at 30% maximum setting). Sonication quality was checked by gel electrophoresis. Protein concentrations in the extracts were determined (BioRad DC Protein Assay Kit I # 500-111) and sonicated cell extracts containing 0.5 mg protein were incubated with antibodies overnight at 4oC. Immune complexes were recovered by incubation with a 50%-50% mix of magnetic beads coated with Protein A or Protein G (Dynabeads Protein A Invitrogen # 100.02D; Dynabeads Protein G Invitrogen # 100.04D). The magnetic beads were washed with RIPA buffer and the chromatin was eluted with 1% SDS in TE buffer (10 mM Tris-HCl pH8.0; 1 mM EDTA pH8.0) at 65oC for 15 min. Eluted chromatin was reverse-cross-linked by adding 226 mM NaCl and incubating at 65oC for > 5 hr. Then 36 mM Trisâ€“HCl pH8.0; 9 mM EDTA; and 1.5 U of Proteinase K (Fermentas # EO0491) was added to the samples and they were incubated at 42oC for > 1 hr. DNA was purified using phenol/chloroform/isoamyl alcohol (25:24:1; v:v:v) extraction. The purified immunoprecipitated DNA was prepared for sequencing with the Illumina ChIP-Seq Sample Prep Kit and processed according to the manufacturerâ€™s instructions (Illumina Part # 11257047 Rev. A).
GSM1394999_Gata6	GSM1394999_Gata6.bed	Mouse Embryonic fibroblasts	[CL] C57BL/6J-Tg(GOFGFP)11Imeg	Gata6	mm10	GSE57849	GSM1394999-GSM1395000	ChIP-Seq: After sonicating nuclei; histone-DNA complexes were isolated with antibody. ChIP-Seq: Libraries were constructed according to Illumina's NEXTflexTM ChIP-Seq Kit (Catalog # 5143-02). RNA-Seq: Total RNA was extracted from each cell line using TRIzol reagent. RNA-Seq: 1 ug of total RNA was used to prepare libraries according to Illumina TruSeq RNA Sample Prep Kit (Part # 15027084).
GSM1409206_Hoxa9	GSM1409206_Hoxa9.bed	Hematopoietic Stem Cells	[PC] HSC	Hoxa9	mm10	GSE58362	GSM1409206	N/A
GSM1409207_Cebpa	GSM1409207_Cebpa.bed	Hematopoietic Stem Cells	[PC] HSC	Cebpa	mm10	GSE58362	GSM1409207	N/A
GSM288345_Nanog	GSM288345_Nanog.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Nanog	mm10	GSE11431	GSM288345	N/A
GSM288346_Oct4	GSM288346_Oct4.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Pou5f1	mm10	GSE11431	GSM288346	N/A
GSM288347_Sox2	GSM288347_Sox2.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Sox2	mm10	GSE11431	GSM288347	N/A
GSM288348_Smad1	GSM288348_Smad1.bed	Embryonic Stem Cells	[PCL] E14 ES cells	Smad1	mm10	GSE11431	GSM288348	N/A
GSM288349_E2f1	GSM288349_E2f1.bed	Embryonic Stem Cell	[PCL] E14 ES cells	E2f1	mm10	GSE11431	GSM288349	N/A
GSM288350_Tcfcp2l1	GSM288350_Tcfcp2l1.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Tfcp2l1	mm10	GSE11431	GSM288350	N/A
GSM288351_CTCF	GSM288351_CTCF.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Ctcf	mm10	GSE11431	GSM288351	N/A
GSM288352_Zfx	GSM288352_Zfx.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Zfx	mm10	GSE11431	GSM288352	N/A
GSM288353_Stat3	GSM288353_Stat3.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Stat3	mm10	GSE11431	GSM288353	N/A
GSM288354_Klf4	GSM288354_Klf4.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Klf4	mm10	GSE11431	GSM288354	N/A
GSM288355_Esrrb	GSM288355_Esrrb.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Esrrb	mm10	GSE11431	GSM288355	N/A
GSM288356_Myc	GSM288356_Myc.bed	Embryonic Stem Cells	[PCL] E14 ES cells	Myc	mm10	GSE11431	GSM288356	N/A
GSM288357_n-Myc	GSM288357_n-Myc.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Mycn	mm10	GSE11431	GSM288357	N/A
GSM288360_Suz12	GSM288360_Suz12.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Suz12	mm10	GSE11431	GSM288360	N/A
GSM307137_Oct4	GSM307137_Oct4.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Pou5f1	mm10	GSE11724	GSM307137	N/A
GSM307138_Sox2	GSM307138_Sox2.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Sox2	mm10	GSE11724	GSM307138-GSM307139	N/A
GSM307140_Nanog	GSM307140_Nanog.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Nanog	mm10	GSE11724	GSM307140-GSM307141	N/A
GSM307142_Tcf3	GSM307142_Tcf3.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Tcf3	mm10	GSE11724	GSM307142-GSM307143	N/A
GSM307144_Suz12	GSM307144_Suz12.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Suz12	mm10	GSE11724	GSM307144-GSM307145	N/A
GSM327668_Ezh2	GSM327668_Ezh2.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Ezh2	mm10	GSE13084	GSM327668	N/A
GSM415050_Mtf2	GSM415050_Mtf2.bed	Embryonic Stem Cell	[PCL] R1 ES cells	Mtf2	mm10	GSE16526	GSM415050	N/A
GSM417015_Gata1	GSM417015_Gata1.bed	Erythroid	[CL] MEL86 erythroid	Gata1	mm10	GSE16594	GSM417015	MEL86 erythroid cell line expressing metabolically biotinylated GATA-1 (MEL Bio-GATA-1)
GSM440256_Eset	GSM440256_Eset.bed	Embryonic Stem Cell	[PCL] E14 ES cells	Setdb1	mm10	GSE17642	GSM440256	N/A
GSM453997_Gata1	GSM453997_Gata1.bed	Erythroid	[CL] G1E-ER4; estradiol treated	Gata1	mm10	GSE18164	GSM453997	Gata1 restored erythroid cells; differentiation induced by estradiol (E2) 24hrs
GSM464634_Scl	GSM464634_Scl.bed	Erythroid	[PC] Erythroblast	Tal1	mm10	GSE18720	GSM464634	TER119- cells from E12.5 FL
GSM464636_Scl	GSM464636_Scl.bed	Erythroid	[PC] Erythroblast RER	Tal1	mm10	GSE18720	GSM464636	TER119- cells from E12.5 FL (RER - DNA binding mutant)
GSM470523_Nr5a2	GSM470523_Nr5a2.bed	Embryonic stem cells	[PCL] E14 ES cells	Nr5a2	mm10	GSE19019	GSM470523	ES cells expressing HA-Nr5a2. HA antibody used.
GSM499030_Ebf	GSM499030_Ebf.bed	B-Cells	[CL] 38B9 Pro-B-Cells	Ebf1	mm10	GSE19971	GSM499030	N/A
GSM515662_POL2	GSM515662_POL2.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Polr2a	mm10	GSE20485	GSM515662	Polr2a serine 5 phosphorylation antibody
GSM515663_POL2	GSM515663_POL2.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Polr2a	mm10	GSE20485	GSM515663	Polr2a serine 2 phosphorylation antibody
GSM515665_Supt5	GSM515665_Supt5.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Supt5	mm10	GSE20485	GSM515665	N/A
GSM515666_Ctr9	GSM515666_Ctr9.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells	Ctr9	mm10	GSE20485	GSM515666	N/A
GSM515667_74_Nterm_control	GSM515667_74_Nterm_control.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; control knoockdown	Polr2a	mm10	GSE20485	GSM515667-GSM515674	ES cells expressing control shRNA
GSM515668_POL2_shrna_NelfA	GSM515668_POL2_shrna_NelfA.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; NelfA knockdown	Polr2a	mm10	GSE20485	GSM515668	ES cells expressing shRNA targeting NelfA
GSM515669_POL2_shrna_Supt5	GSM515669_POL2_shrna_Supt5.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; Supy5 knockdown	Polr2a	mm10	GSE20485	GSM515669	ES cells expressing shRNA targeting Supt5
GSM515670_POL2_DMSO_1h	GSM515670_POL2_DMSO_1h.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; DMSO treated	Polr2a	mm10	GSE20485	GSM515670	ES cells treated with DMSO for 1 hour
GSM515671_POL2_Flavopiridol	GSM515671_POL2_Flavopiridol.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; Fllavopiridol treated	Polr2a	mm10	GSE20485	GSM515671	ES cells treated with Flavopiridol for 1 hour
GSM515672_POL2_DMSO_6h	GSM515672_POL2_DMSO_6h.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; DMSO treated	Polr2a	mm10	GSE20485	GSM515672	ES cells treated with DMSO for 6 hours
GSM515673_POL2_10058F4	GSM515673_POL2_10058F4.bed	Embryonic Stem Cell	[PCL] V6.5 ES cells; 10058-F4 treated	Polr2a	mm10	GSE20485	GSM515673	ES cells treated with c-Myc inhibitor (10058-F4) for 6 hours
